Unnamed: 0,Datetime,Tweet
1161,2021-08-21 23:59:46+00:00,"i know i did a tweet that one time about my stan list but i genuinely would like to find people interested in similar things to me so- 

(gonna split this into different tweets)

Artists:
- Kate Bush
- Chloe x Halle
- Doja Cat
- Fiona Apple
- Kim Petras 
- Loona"
1162,2021-08-21 23:59:44+00:00,bro caramel apples hit different when your tired and hungry
1163,2021-08-21 23:59:42+00:00,Apple Music got Aaliyah 4 page letter album!!!
1164,2021-08-21 23:59:39+00:00,if you havve an apple an i havve an apple an wwe exchange these apples then you an i wwill still each havve one apple
1165,2021-08-22 23:59:53+00:00,The most annoying part of havin an iPad an apple watch and an iPhone they all ring at the same dame time if the person calling you has an iPhone too lol
1166,2021-08-22 23:59:39+00:00,orange juice&gt;&gt;&gt;&gt;apple juice and it’s never been close😤
1167,2021-08-22 23:59:34+00:00,Apple makes the shittiest chargers on purpose I swear. I've had my google pixel 3 for almost three years the charger still works. Have had my iPad for 10 months and the charger is already not working. I fucking hate apple so much.
1168,2021-08-22 23:59:32+00:00,Henny and apple juice how tf hell yall do it
1169,2021-08-22 23:59:27+00:00,Truth Be Told on Apple TV+ is wild wow
1170,2021-08-23 23:59:58+00:00,"Called contessa absolutely SOBBING bc I had been waiting weeks to get my nails done bc I haven’t had anytime to myself and then they completely botched them.  I paid $70 for them. This heaven sent angel Apple Pay’s me $70 to reimburse it, just because!! Literally just because!!!!"
1171,2021-08-23 23:59:48+00:00,should i switch to apple music?
1172,2021-08-23 23:59:46+00:00,Craving apple slices with peanut butter 🥲
1173,2021-08-23 23:59:28+00:00,"Half-past 10, red booth in the back. Tell em' you're with Apple Tarantula-Tongue and you'll be treated right."
1174,2021-08-23 23:59:28+00:00,The fact that the official version of vivrant thing isn’t available on Apple music is sinful
1175,2021-08-24 23:59:59+00:00,Need that listening session on Apple Music.
1176,2021-08-24 23:59:22+00:00,WHY DO APPLE REMOTES NOT HAVE BUILT IN AIRTAGS!
1177,2021-08-24 23:59:15+00:00,I hate that Apple Music unexpectedly just take my money 😂
1178,2021-08-24 23:59:08+00:00,"🧈👅

#ButterTheeRemix 
#BTSxMEGANisComing

GET YOUR YT, APPLE MUSIC, SHAZAM,  SPOTIFY PREMIUM ACCS AND ETC. READY 🔥 BRING THE SAME HYPE YALL GOT THIS FRIDAY!"
1179,2021-08-24 23:58:45+00:00,#YIAYcringe Hey Apple Hey Hey
1180,2021-08-25 23:59:35+00:00,Apples and oranges...
1181,2021-08-25 23:59:22+00:00,"I have so many phone cases &amp; Apple Watch bands, it’s ridiculous.😭😂"
1182,2021-08-25 23:59:21+00:00,So my new macbook doesn't want to recognize my prior @iTunes music purchases despite the laptop being authorized. I am displeased and will make a trip to an @apple store tomorrow. @AppleSupport
1183,2021-08-25 23:59:06+00:00,I really wanna go apple picking🥺
1184,2021-08-25 23:58:59+00:00,"Wooooooww the guy that I used to talk to, who had great taste in music, blocked me on Apple Music 😭"
1185,2021-08-26 23:59:59+00:00,Available on Apple Music. Bye Spotify 😇🦅
1186,2021-08-26 23:59:53+00:00,"Follow everyone who retweets and likes this Red apple, Video game!"
1187,2021-08-26 23:59:44+00:00,4:59pm: Black Moth Super Rainbow &amp; The Octopus Project—Lollipopsichord—The House of Apples &amp; Eyeballs
1188,2021-08-26 23:59:42+00:00,"it's a poisoned apple but i'm ok...🤨

@BTS_twt @bangtanvotte #jkspiron"
1189,2021-08-26 23:59:38+00:00,Crazy that apple stores are the only stores keeping malls open
1190,2021-08-27 23:59:54+00:00,That's Apple Graveyard-Tits to you!
1191,2021-08-27 23:59:53+00:00,Craving applesauce and guess who the only person in the house with apple sauce..... my son lmao.
1192,2021-08-27 23:58:50+00:00,Why can’t I have brown hands shaking 🤝 @Apple ?
1193,2021-08-27 23:58:37+00:00,imagine if eve and adam never eat the apple and we deh yah walking up and down with titties and everything outside!
1194,2021-08-27 23:58:15+00:00,I like apple
1195,2021-08-28 23:59:46+00:00,"How many POBs are there? So hard to keep track. Help
Ktown4u
Ygselect
Weverse
Yg select thai
Apple music
Apple wood
What else?
#PREORDERLALISANOW"
1196,2021-08-28 23:59:37+00:00,"Ok so
Just had a sandwich with turkey, apple, brie, basil and a few other things.
Is basil the herb that some people taste as soap
Because I'm one of those people who taste soap
I didn't taste soap in the sandwich
Am I stupid"
1197,2021-08-28 23:59:16+00:00,"The beginner workouts on Apple fitness plus ARE NOT FUCKING AROUND why my heart rate hit 185 during an absolute beginner strength training man, all we were doing was moving our arms wtf"
1198,2021-08-28 23:59:09+00:00,I currently own all of the Apple products that I need or want. It's a weird feeling. I'm sure it's temporary. #apple
1199,2021-08-28 23:58:51+00:00,"I need advice from an Apple freak nerd, should I get a very discounted (only for today) iPhone 12 or wait until this next one"
1200,2021-08-29 23:59:31+00:00,"Kids.

Because a gallon of apple juice is supposed to last an eighth of a second."
1201,2021-08-29 23:59:21+00:00,it’ll be on Apple TV too omg
1202,2021-08-29 23:59:16+00:00,How is the S.O.S band’s full catalog still not on Apple Music??
1203,2021-08-29 23:58:52+00:00,I want a new Apple Watch.
1204,2021-08-29 23:58:51+00:00,So imma turn on my MacBook tomorrow and if don’t turn on I’m heading to the Apple to see if they gon help me out
1205,2021-08-30 23:59:59+00:00,"The thing is, for the amount that i would pay for an Apple Watch, I’d much rather use that money to get a real timepiece"
1206,2021-08-30 23:59:58+00:00,Can I have Apple news mute Robert herpes articles? Cuz chyle
1207,2021-08-30 23:59:40+00:00,my apple pencil wont work anymore omg i can finally stop drawing. i Am Free
1208,2021-08-30 23:59:36+00:00,An Apple Crisp Macchiato from Starbucks…..👀👀 might have to try
1209,2021-08-30 23:59:19+00:00,Why are Apple TV shows more HD than my eyes
1210,2021-08-31 23:59:58+00:00,since luke hemmings made me get an apple music subscription might as well use it
1211,2021-08-31 23:59:54+00:00,I can eat apples and peanut butter all day…
1212,2021-08-31 23:59:45+00:00,seeing your receipt from apple makes me so fucking mad
1213,2021-08-31 23:59:07+00:00,"Today in 1976, Ronald Wayne sold his 10% stake in apple for $800. Today it is worth $250,000,000,000."
1214,2021-08-31 23:59:01+00:00,The next Apple Watch may be delayed due to manufacturing issues
1215,2021-09-01 23:59:51+00:00,I  miss my Apple Watch … 🥺🥺😞😞
1216,2021-09-01 23:59:51+00:00,"*staring intently at an apple*

human: ......draggy what in the unholy seventh level of fuck are you doing?

timelapsing...

human: come again? 

draggy is watching this apple degrade in real time so that he may study the memory..."
1217,2021-09-01 23:59:31+00:00,Is anybody tapped into APPLE TV+ shows fareal ?? Besides me ? Lol!
1218,2021-09-01 23:59:29+00:00,They got the Carmel apples out I can’t wait to go grocery shopping
1219,2021-09-01 23:59:21+00:00,"Canines sinking deep into the rounded physique of an emerald apple, sapphire optics study the timeline cautiously as he chews his mouthful of apple quietly.

“…”"
1220,2021-09-02 23:59:55+00:00,"eat me up like apple pie, make me not wanna die"
1221,2021-09-02 23:59:42+00:00,Imma make some candy apples this fall 😋
1222,2021-09-02 23:59:36+00:00,Apple Music I need y’all to come through. Cause if I don’t see that album 12 on the dot someone from Apple in trouble #CertifiedLoverBoy
1223,2021-09-02 23:59:32+00:00,lux cars without apple CarPlay &lt;&lt;
1224,2021-09-02 23:59:26+00:00,"Now taking your guesses: How many cashiers will I, a customer, have to teach to accept Apple Pay before it becomes commonplace?"
1225,2021-09-03 23:59:59+00:00,DONDA and CLB can only be compared when it comes to numbers. They’re apples vs oranges.
1226,2021-09-03 23:59:29+00:00,"We should start a petition, iPhone users should get apple music for free!"
1227,2021-09-03 23:59:09+00:00,"(Acts 29:36940)  AND as the present day world LAPSES INTO THE DEPTHS OF SATAN, see Revelation 2:24, something the world has never experienced before, but is suffering from it today, where not just one, not just one ""BAD APPLE"" of the Devil ruining everything for everybody, but an"
1228,2021-09-03 23:59:03+00:00,Hate leaving my Apple Watch home during workout
1229,2021-09-03 23:58:52+00:00,Really want an apple cider donut rn
1230,2021-09-04 23:59:35+00:00,drinking apple juice so deli 😋
1231,2021-09-04 23:59:31+00:00,If you guys think about a purple apple in your head can you visualize it? Like actually see a purple apple? Luke says he can but I can't? Like I know what purple looks like and I know what an apple looks like but I cant visually see a purple apple?
1232,2021-09-04 23:59:23+00:00,eating apples with honey and watching halloween 5
1233,2021-09-04 23:59:13+00:00,I’m mad that 7am on bridal path doesn’t have a star yet on Apple Music but other songs do. Who are ya Drake fans?
1234,2021-09-04 23:59:07+00:00,"if i tweet ""i love oranges"" and you interpret that as ""i hate apples"" then thats your problem, not mine"
1235,2021-09-05 23:59:47+00:00,okay but that apple crisp macchiato w oat milk from starbies can FUCK ME UP
1236,2021-09-05 23:59:41+00:00,APPLE NEEDS TO PUT A SEARCH BAR AT THE DROP SCREEN PLS @Apple AND I WILL BE TAGGING THIS IN FUTURE TWEETS IF IT HAPPENS CAUSE UMM… ITS DEFINITELY MY IDEA
1237,2021-09-05 23:58:54+00:00,This apple pie moonshine talking to me
1238,2021-09-05 23:58:35+00:00,My roommate worked for cutco so here I am cutting up an apple with a machete.
1239,2021-09-05 23:58:34+00:00,"Apple Musics Autoplay♾ really sucks like…
How do i go from Wyclef to Chris Brown🤦🏾‍♂️"
1240,2021-09-06 23:59:48+00:00,Apple Juice &gt;&gt;&gt;&gt;orange juice
1241,2021-09-06 23:59:42+00:00,orange juice &gt;&gt;&gt; apple juice
1242,2021-09-06 23:59:37+00:00,apple juice &lt; orange juice &lt; CRANBERRY JUICE
1243,2021-09-06 23:59:32+00:00,Feeling an iPad and Apple Watch but also feeling the 13 pro max 😩beyy this gone be tough
1244,2021-09-06 23:59:31+00:00,sapnap just said he prefers orange juice to apple juice 🤡🤡🤡
1245,2021-09-07 23:59:46+00:00,i’m eating an apple and doing my chem homework:/
1246,2021-09-07 23:59:43+00:00,There's like a million dollars worth of apple devices in this room
1247,2021-09-07 23:59:32+00:00,"Go - M, 9k 
Minjun's goat escapes into apple farmer Nichkhun's fields. Nichkhun offers some of his famous iced tea."
1248,2021-09-07 23:59:13+00:00,So when is apple gonna come out with pink mode??? I’ve waited long enough …
1249,2021-09-07 23:59:04+00:00,soon as i read somethin  about the Apple event Announcement my phone started fuckin up 😒
1250,2021-09-08 23:59:59+00:00,someone please tell me why i just watched the pen-pineapple-apple-pen video on my own volition
1251,2021-09-08 23:59:54+00:00,"I really know apple has yall messed up in the head cause airpods are not comfortable at all, they’re the worse 🤢"
1252,2021-09-08 23:59:48+00:00,i'll never understand apple blocking pornographic content in apps........ just wait until they hear about what people use Safari for
1253,2021-09-08 23:59:37+00:00,I need Apple to skip about 2years of releasing new iphones…please..ibeg! 😭
1254,2021-09-08 23:59:35+00:00,"Not gonna lie , I’m really tight that my mom ate my apple slices 🙁"
1255,2021-09-09 23:59:47+00:00,"happy birthday to the love of my life, the apple of my eye, my cinnamon apple &lt;3 @AdamSandler"
1256,2021-09-09 23:59:39+00:00,"When an unstoppable force meets an immovable object the end result ignored the Apple terms and conditions. Your opinion has been noted, random Internet guy."
1257,2021-09-09 23:59:28+00:00,"idgaf what y’all say ,orange juice is better than apple juice"
1258,2021-09-09 23:59:15+00:00,Not gunna brag but I look like Fiona Apple in my zoom meeting today
1259,2021-09-09 23:58:39+00:00,Epic tests Apple with new request: let us relaunch Fortnite in Korea
1260,2021-09-10 23:59:05+00:00,Apple Music get on my nerve like how do Yk I want you to take yo own money off my shit
1261,2021-09-10 23:59:02+00:00,I lose my Apple Watch charger every time I try and charge this Mf
1262,2021-09-10 23:58:47+00:00,Not me giving Essyn apple juice thinking she’s grunting from constipation and home girl is actually just teething.
1263,2021-09-10 23:58:44+00:00,"y'all, breaking records is always really great, but don't forget that youtube doesn't make any song have a good position at charts so please don't forget to stream on Spotify and Apple Music, buy the songs on iTunes (separately), and shazam both while streaming. its important!"
1264,2021-09-10 23:58:38+00:00,"candy apple, i went home without a prize"
1265,2021-09-11 23:59:52+00:00,Streaming on Apple music on my phone streaming on genie on my laptop this is so cute for meee
1266,2021-09-11 23:59:42+00:00,"Top 12 Most Streamed Western Female Albums on Apple Music Philippines - Sep. 10:

1. SOUR
2. Planet Her (dlx)
3. folklore (dlx)
4. Solar Power
5. evermore (dlx)
6. star-crossed
7. Fearless (TV)
8. Lover
9. Happier Than Ever
10. Positions (dlx)
11. 1989 (dlx)
12. reputation"
1267,2021-09-11 23:59:42+00:00,"First glass of apple cider really hits different

🎃🍁🍂🧡"
1268,2021-09-11 23:59:38+00:00,Apple Maps should be illegal
1269,2021-09-11 23:59:35+00:00,Apple to spend over $500 million on marketing Apple TV+
1270,2021-09-12 23:59:50+00:00,"I am the mother of a 15 year old.

I feel like that deserves some kind of service medal? A gold watch? I'll take an Apple Watch. 

Hey @Apple 😇"
1271,2021-09-12 23:59:49+00:00,GAAASSPP it's an APPLE!!!
1272,2021-09-12 23:59:21+00:00,i’d suck a dick rn for a caramel apple
1273,2021-09-12 23:59:11+00:00,“apple cider and doughnuts. it's all goin' straight to my ass.~”
1274,2021-09-12 23:59:10+00:00,Majority of our journalists are doing a fantastic job. There are a few bad apples that lack professionalism. Making fashion statement at the presser and talking down to the Premier is offensive.
1275,2021-09-13 23:59:44+00:00,Arabella: apple is most definitely not a vegetable...
1276,2021-09-13 23:59:09+00:00,How do I watch Ted Lasso without a Apple subscription myself......😅...
1277,2021-09-13 23:59:04+00:00,So I came to Starbucks to study….I left my damn wallet at home ( it’s cool cause I got Apple Pay but ion really know how to use it lol) anyway ….I’m ordering and the girl convince me to get something a little different and it’s way cheaper….y’all she gave it to me for free
1278,2021-09-13 23:58:57+00:00,Am I going apple picking this weekend to pick apples or am I getting engaged?
1279,2021-09-13 23:58:41+00:00,"I’m not canceling my card though, I’ll just use Apple pay 🤷🏽‍♀️"
1280,2021-09-14 23:59:58+00:00,"I got tired of Apple always autocorrecting fuck to duck, so I made a shortcut that changes every duck to fuck. but it’s starting to become a problem because sometimes I really wanna say duck. Oregon fucks"
1281,2021-09-14 23:59:53+00:00,Apple did its shit with low power mode
1282,2021-09-14 23:59:50+00:00,"Permission to merge the ❤️‍🔥🫀, please, apple?"
1283,2021-09-14 23:59:48+00:00,new Apple devices
1284,2021-09-14 23:59:42+00:00,Hmmm I wonder if Apple is going to create a flip smart phone as well.
1285,2021-09-15 23:59:51+00:00,When are we getting FaceTime voicemails @Apple?
1286,2021-09-15 23:59:46+00:00,Apple &amp; Spotify gave a nigga the 3 for 1 just Kuz drake dropped i ain’t mad at it 🤷🏽‍♂️
1287,2021-09-15 23:59:42+00:00,"ive always thought ciri was a dope name (fuckin witcher), imagine if theyre an apple user tho double yikes"
1288,2021-09-15 23:59:29+00:00,petition for apple to automatically take off the end part of the screen recording so that i don’t have to put in the work to trim the video
1289,2021-09-15 23:59:24+00:00,Need to gobble down as many sweet potatoes and apples as I can this season before they go back to being expensive af
1290,2021-09-16 23:59:51+00:00,Have you heard the song 'Ida Sweet As Apple Cider Gotta Be Somebody'?
1291,2021-09-16 23:59:49+00:00,"I forgot my Apple Watch when i worked out today, soooo did that workout even count 😅🙄"
1292,2021-09-16 23:59:42+00:00,Anyone else get take advantage of by @Apple when they lowered the price of the iPhone 12?  Bought it 29 days ago. They only offer a 14 day price. #shame
1293,2021-09-16 23:59:09+00:00,I want to laugh at this Steve Martin / Martin Short series on Hulu. I really really want to. It’s amusing in a why isn’t this funny sorta way. Apple is certainly getting a lot of love. More iPhones and space gray Macbook Airs than at Tim Cook’s summer home.
1294,2021-09-16 23:59:05+00:00,"I just had one of the best workouts in my life - and it wasn't at a gum. 

@Apple's hardware, software &amp; now content integration is magical. 🌈

Apple Fitness + Apple Watch + Apple TV + Apple Music = Danny moving his ass. 

Thank you @tim_cook &amp; team 🍎"
1295,2021-09-17 23:59:57+00:00,They are doing #IsaacAsimov #Foundation on @Apple. That will be epic. I loved the Foundation Trilogy
1296,2021-09-17 23:59:13+00:00,Noise cancellation on @Apple #AirPodPro is really a game changer. 😌
1297,2021-09-17 23:58:37+00:00,"Apple Music’s 4 playlists they offer:
1. The worst 8 new songs on the market!
2. A bunch of songs that are already in your library
3. Steve Jobs literally crying into the mic
4. 22 songs that are so slow that time itself ceases to exist"
1298,2021-09-17 23:58:20+00:00,You can have your Pumpkin Spice anything ....give me a fresh Red Delicious apple and caramel on it with some nuts ...best part of Autumn ...Caramel apples !😋
1299,2021-09-17 23:58:17+00:00,Love when my Apple Watch tells me to breathe.. how about you mind your own business. Maybe I want to suffocate. Damn
1300,2021-09-18 23:59:58+00:00,"You bet that my next phone is going to be a PinePhone. General purpose Linux as a mobile operating system, and one step further away from Alphabet and Apple's grasp on the mobile sector."
1301,2021-09-18 23:59:54+00:00,whiskey and apple juice🥴
1302,2021-09-18 23:59:41+00:00,Just ordered the Apple TV 4K (2021). I currently own the Apple TV HD (2015). It was time for an upgrade lol.
1303,2021-09-18 23:59:40+00:00,forget about every other drink Apple Juice is the best drink out there
1304,2021-09-18 23:59:20+00:00,The more I use Apple Music features the more I want Spotify
1305,2021-09-19 23:59:59+00:00,"Peacock Plus - $9.99
Netflix - $17.99
Paramount Plus - $9.99
Apple TV+ - $4.99
Disney+ - $7.99
Hulu - $11.99
HBO Max - $14.99
Showtime - $10.99
Starz - $8.99
Amazon Prime - $12.99

Not having to deal with Comcast - Priceless"
1306,2021-09-19 23:59:46+00:00,went apple picking today and i told my mans to stop throwing the apples because we might hit someone BUT HE FUCKIN DID IT AGAIN AND ALL WE HEAR IN THE DISTANCE IS ‘OW …‘ HE SICK FOR THAT
1307,2021-09-19 23:59:39+00:00,I actually found something new I’m terrible at. Wearing my Apple Watch with the strap it came with…how even do you wear it without throwing in a few cuss words?! 😤😭
1308,2021-09-19 23:59:38+00:00,Never thought I would say I like Busch but the Busch apple is smooth
1309,2021-09-19 23:59:09+00:00,apple is constantly coming out with all these new features for their phones and yet i still can’t take a decent picture of the moon
1310,2021-09-20 23:59:58+00:00,"Ticketmaster needs to learn from Apple iPhone preorder how to sell tickets: before pre-order date I setup payment, address, etc. Once day arrived, I opened the app, logged in and confirmed details. Done."
1311,2021-09-20 23:59:37+00:00,"Dreams of war
Dreams of lies
Dreams of dragons fire
And a baked apple pie"
1312,2021-09-20 23:59:34+00:00,Who tf is Philthy Rich? And why is my Apple Music playin this?
1313,2021-09-20 23:59:27+00:00,"Father, if you are the one the apple fell so close to, I understand the things you did. What’s going wrong, and who else is to blame?"
1314,2021-09-20 23:59:20+00:00,YOU CAN DONT HAVE TO START OVER WITH VOICE NOTES IN THE NEW UPDATE!!! Let’s go Apple 👏🏾
1315,2021-09-21 23:59:54+00:00,Waiting for my Apple Pencil to charge when I want to draw is the longest a minute has ever lasted
1316,2021-09-21 23:59:32+00:00,"Sooooo…
We really not going to admit that the #iPhone13 isn’t just the #iPhone12? No? No one?
No one’s gonna say it huh?
#Apple #iPhone #iphone13series #AppleEvent"
1317,2021-09-21 23:59:16+00:00,Apple TV actually be havin some good shows I’m obsessed with see
1318,2021-09-21 23:59:09+00:00,"Follow everyone who retweets and likes this Red apple, Jack-o-lantern!"
1319,2021-09-21 23:59:08+00:00,IT’S APPLE CIDER MIMOSA SZN BABY LET’S GOOOOOO
1320,2021-09-22 23:59:44+00:00,"Like damn Apple, everybody can’t come!!!!!"
1321,2021-09-22 23:59:43+00:00,"If your business don’t take Apple Pay then I’m not buying anything, it’s 2021 I’m not putting a debit card in a machine"
1322,2021-09-22 23:59:43+00:00,I havent been scheduled for a sunday since june. but I get offered to go on TWO BOATS and apple decides to schedule me………..im sick
1323,2021-09-22 23:59:35+00:00,nah i just did my apple music trial for this @SabrinaAnnLynn
1324,2021-09-22 23:59:23+00:00,so where are all y'all constantly talking shit about apple music now?🤨🤨
1325,2021-09-23 23:59:58+00:00,Dunkin coming for Starbucks neck with this apple cranberry refresher.
1326,2021-09-23 23:59:52+00:00,"Zombies is literally not the same anymore. Idc how much shit you can intertwine from the Aether storyline into the DA, it is not the same. Looks, gameplay, etc. Apples. Oranges."
1327,2021-09-23 23:59:52+00:00,¿Apple Watch series 3 o AirPods Pro? Me mataaa pensarloooo😩
1328,2021-09-23 23:59:44+00:00,Ready to go to war defending Apple Music’s superiority over Spotify
1329,2021-09-23 23:59:38+00:00,"Shang Qinghua: ''I’ve been watching you for a while, and I have something to say; it’s uncomfortable keeping it in. Cucumber-bro, did you really see Luo Binghe as the apple of your eye, and adored him as your darling baby and disciple?''"
1330,2021-09-24 23:59:55+00:00,"Apple Bloom: ""Awww. But Big Mac's old enough to take care of himself, and we'd all have so much fun together."" (S9E22)"
1331,2021-09-24 23:59:50+00:00,"McGill’s son needs to learn how to SHUT UP FOR OFTEN. 

JEEZ. THE APPLE DOES NOT* FALL FAR FROM THE FUCKIN’ TREE, YO."
1332,2021-09-24 23:59:49+00:00,Candy Apple Season 😋
1333,2021-09-24 23:59:41+00:00,"Instead of saying 2 different things are apples and oranges, can we start saying they’re Michigan State’s and Wake Forest’s running game schemes?

@nocontextcfb"
1334,2021-09-24 23:59:35+00:00,got 6 months of free Apple Music cuz of my airpods. I'll take it lmao
1335,2021-09-25 23:59:53+00:00,"Applejack: ""Babysit? Now? When there's a swarm o' hungry caterpillars headin' this way? I gotta get all these apples picked before they get swarmed on!"" (S2E13)"
1336,2021-09-25 23:59:40+00:00,Does anyone else just keep winning small fries or an apple pie? I have about 12 small fries #McDonaldsMonopoly
1337,2021-09-25 23:59:36+00:00,Watched “Come From Away” in Apple TV+ last night. It’s an amazing musical about this small Canadian town who welcomed diverted flights during the 9/11.
1338,2021-09-25 23:59:13+00:00,It was cold one morning for like a minute so today we made soup and I'm drinking hot apple cider and brandy. Not mad about it.
1339,2021-09-25 23:58:55+00:00,Kendra got me drinking crown apple 😭😭
1340,2021-09-26 23:59:43+00:00,I just taught my dog how to eat an apple off the core and it may have been the highlight of my night.
1341,2021-09-26 23:59:25+00:00,Yo apple just be wanting to change shit niggas just put everything in the opposite spot just to say it’s a update💀
1342,2021-09-26 23:59:17+00:00,The network disconnection bug in #ios15 is driving me crazy ! Hey @Apple do you have any plan to fix it soon ? I am travelling &amp; using roaming ! Your bugs do cost me a lot ! @AppleSupport
1343,2021-09-26 23:59:10+00:00,"Had some apples, threw together a crisp."
1344,2021-09-26 23:59:08+00:00,"this fucking apple juice sucks i hate talking

*hence why i do it for you"
1345,2021-09-27 23:59:48+00:00,"Eagles/Cowboys on #MNF, it just feels right like apple pie and vanilla Ice cream."
1346,2021-09-27 23:59:46+00:00,"apple’s menstrual cycle predictions are awful my god. i’d get more accurate results if i blindfolded myself, threw a dart at a calendar, and assumed wherever it landed is when my period will start"
1347,2021-09-27 23:59:41+00:00,i love that some hbcus are giving their students apple products for free!
1348,2021-09-27 23:59:23+00:00,my apple music is against me for no reason
1349,2021-09-27 23:59:14+00:00,the apple employee that suggested moving the search bar to the bottom of the screen needa be fired
1350,2021-09-28 23:59:54+00:00,Y’all remember pen pineapple apple pen
1351,2021-09-28 23:59:46+00:00,hey @loonaselcabot to @bbl4ck_apple
1352,2021-09-28 23:59:37+00:00,"*bites an apple*

*med students of stem starting to evaporate*"
1353,2021-09-28 23:59:32+00:00,"Oatmeal, coffee and an apple! Best way to start the day"
1354,2021-09-28 23:59:20+00:00,I don't know about you but I think @finneas could design a Custom Apple Watch Series 7 with custom band and it would probably sell out in record time. I think it would be neat to see artist editions of products they actually use on a day to day basis with little hidden details.
1355,2021-09-29 23:59:55+00:00,"stream on spotify &amp; apple music, buy on itunes 🥂

#KoDrea"
1356,2021-09-29 23:59:55+00:00,"If an apple fell on his head, explain Fig Newtons. Checkmate, science."
1357,2021-09-29 23:59:40+00:00,"Vladimir Putin's regime ordered Google and Apple to remove access to a voting app run by jailed opposition activist Alexey Navalny. The app disappeared from both app stores…. 

Russians telling American companies what to do 😂"
1358,2021-09-29 23:59:33+00:00,I’m so happy I have Apple Music free forever 😂😂
1359,2021-09-29 23:59:18+00:00,If you were fruit you’d be a fine apple
1360,2021-09-30 23:59:55+00:00,"Returns over the last 10 Years:

Bitcoin $BTC: +994,608%
Tesla $TSLA: +15,200%
NVIDIA $NVDA: +6,053%
Netflix $NFLX: +2,337%
Amazon $AMZN: +1,427%
Apple $AAPL: +1,112%
S&amp;P 500 $SPY: +344%
Bonds $AGG: +35%
Gold $GLD: -6%

@PeterSchiff literally picked the worst performing asset."
1361,2021-09-30 23:59:54+00:00,Writing Flintcult and C!Apple interactions hurt me (I write out tweet ideas before actually doing them)
1362,2021-09-30 23:59:46+00:00,My Apple Music be skipping like a CD smh.
1363,2021-09-30 23:59:33+00:00,Can someone pls inform me why Apple TV has such an obsession with Brene brown cause she got mentioned in both Ted lasso AND mythic quest like
1364,2021-09-30 23:59:30+00:00,"So the Super Bowl halftime show will feature a Pulitzer Prize winner, an Oscar winner, another Oscar nominee and an Apple executive."
1365,2021-10-01 23:59:59+00:00,"TFW you forget you’re working at Apple, then an illustrator shares something for a product you’re close to shipping, and it makes you go “hot damn.”"
1366,2021-10-01 23:59:50+00:00,"The highs and lows of Apple TV in one eve, Ted Lasso is such a heartwarming slice of wonder it really fills you with joy...and Foundation is dry, dull and dead on the inside. Sci (fi) harder."
1367,2021-10-01 23:59:31+00:00,Apple TV+ is really like that.
1368,2021-10-01 23:59:23+00:00,need the girls planet songs on apple music i need to listen and analyze
1369,2021-10-01 23:59:15+00:00,Well one apple fucked it up for the rest of yal.. No more helping friends get jobs… Don’t blow my fone up bout gettin a job &amp; once i get you the interview u a no show.. Then wonder why us as African Americans have an negative stigma smh… #dobetter
1370,2021-10-02 23:59:55+00:00,when will apple watch detect blood alcohol contencentration
1371,2021-10-02 23:59:38+00:00,"Apple Bloom: ""This can't be happening! Your extreme awesomeness is backfiring on me!"" (S5E17)"
1372,2021-10-02 23:58:56+00:00,"Apple, Netflix, and Tesla, are literally proof that vertical integration may hurt the balance sheets in the short term, but always plays out very well and is rewarding in the long term 

$aapl $nflx $tsla"
1373,2021-10-02 23:58:19+00:00,"Fair food I ate today, ranked:

Fried Dough (butter, powdered sugar)
Steak and Cheese 
Chili Cheese fries
Blooming onion
Caramel Apple
Cotton candy
Hot dog"
1374,2021-10-02 23:58:15+00:00,Somehow forfeited my Saturday plans for an afternoon on the couch watching Squid Game sipping apple cider. This is #SpookyOctober
1375,2021-10-03 23:59:57+00:00,Apple TV+ is turning out to be quite the service.
1376,2021-10-03 23:59:48+00:00,TV review time. What do you all think of the Apple+ TV series SEE?
1377,2021-10-03 23:59:45+00:00,Apple really needs to make better quality cases because these silicone cases mess up in NO time
1378,2021-10-03 23:59:32+00:00,Anyone else having an issue where their Apple TV remote no longer turns on the TV after tvOS15 update?
1379,2021-10-03 23:59:22+00:00,this pumpkin apple hand soap smells like cough syrup
1380,2021-10-04 23:59:53+00:00,If you like the apple pie prompt I think you’re going to like the Neverland prompt I have lol
1381,2021-10-04 23:59:50+00:00,Worked out today for the first time in months (since I injured my shoulder and hip at the beginning of Summer!) The #lowcardiofitness alert on my Apple Watch was the nudge I needed.
1382,2021-10-04 23:59:48+00:00,ford road kroger kinda ghetto for not having apple pay
1383,2021-10-04 23:59:26+00:00,Omg apple cider vinegar isssssssssssssssss horrible. My chest hurts
1384,2021-10-04 23:59:25+00:00,"POV:you’ve made the right decisions in life
Mj&gt;Lejuan
Ronaldo&gt;Messi 
Xbox&gt;PlayStation 
Spotify&gt;Apple Music 
🏈 ⚾️ 🏀 ⚽️&gt;any other sport"
1385,2021-10-05 23:59:38+00:00,"Apple releases new firmware for #AirPods, #AirPodsPro, #AirPodsMax &amp; #Beats 

latest firmware versions:

AirPods Pro – 4A400
AirPods Max – 4A400
AirPods (generation 2) – 4A400
Beats Solo Pro – 4A394
Powerbeats 4 – 4A394
Powerbeats Pro – 4A394"
